Country Name,2017,2018
Fiji,44.258,43.752
India,66.4,65.97
Iraq,29.722,29.527
Austria,41.906,41.703
Brazil,13.691,13.431
China,42.04,40.848
Peru,22.28,22.093
Spain,19.92,19.679
Sudan,65.63,65.358
Serbia,44.058,43.908
